Tetris entropy
6.718041372993839
6.869902739328658
6.7970037963529055
6.897888238937544
6.847227653555569
6.918252132399581
6.97727583107442
6.9384595972881895
6.939295493626598
6.6279525559392765
6.93351437090123
7.011297935615355
6.883895809432234
6.854295993740715
6.893769807505637
6.697386811060098
6.546361148152491
6.827286054875746
6.86942518259511
6.914856184370986
6.82886413617011
6.957590209002177
6.8669812960660055
6.785664552221876
6.710882568794069
6.8512956231703015
7.0629716657854384
6.836000201222833
6.8473187586185515
6.9784592971153625
