Tetris entropy
6.877143071117029
6.808882086875571
6.849095315493756
6.730419959324516
6.904081963510484
6.9138254942825235
6.858099221201774
6.886749892761457
6.8564303220105085
6.863255221372838
6.866855432511447
6.953056697774455
6.824067981529828
6.853598857966372
6.7942356336703735
6.695431478467819
6.786075745177284
6.852472642967419
6.95684615529495
6.96434690432674
6.862998820819151
6.949104228418839
6.9405706190639895
6.882641692101338
6.732781746788052
6.558253105705419
6.975098251128121
6.893891410947026
6.85758170114087
6.679042813045275
